Name,ID,Has Block,Mod,Class
appliedenergistics2:item.ToolMassCannon,4348,false,appliedenergistics2,appeng.items.tools.powered.ToolMassCannon
appliedenergistics2:item.ToolMemoryCard,4349,false,appliedenergistics2,appeng.items.tools.ToolMemoryCard
appliedenergistics2:item.ToolChargedStaff,4350,false,appliedenergistics2,appeng.items.tools.powered.ToolChargedStaff
appliedenergistics2:item.ToolEntropyManipulator,4351,false,appliedenergistics2,appeng.items.tools.powered.ToolEntropyManipulator
appliedenergistics2:item.ToolColorApplicator,4352,false,appliedenergistics2,appeng.items.tools.powered.ToolColorApplicator
appliedenergistics2:item.ToolWirelessTerminal,4353,false,appliedenergistics2,appeng.items.tools.powered.ToolWirelessTerminal
appliedenergistics2:item.ToolNetworkTool,4354,false,appliedenergistics2,appeng.items.tools.ToolNetworkTool
appliedenergistics2:item.ToolPortableCell,4355,false,appliedenergistics2,appeng.items.tools.powered.ToolPortableCell
appliedenergistics2:item.ToolBiometricCard,4356,false,appliedenergistics2,appeng.items.tools.ToolBiometricCard
appliedenergistics2:item.ItemFacade,4357,false,appliedenergistics2,appeng.items.parts.ItemFacade
appliedenergistics2:item.ItemCrystalSeed,4358,false,appliedenergistics2,appeng.items.misc.ItemCrystalSeed
appliedenergistics2:item.ItemPaintBall,4359,false,appliedenergistics2,appeng.items.misc.ItemPaintBall
ae2tech:card.machineperfupgrade,4360,false,ae2tech,com.fireball1725.ae2tech.items.upgradecards.ItemMachinePerformanceUpgrade
Aquaculture:item.fishingRod,4361,false,Aquaculture,rebelkeithy.mods.aquaculture.items.ItemAquacultureWoodenFishingRod
Aquaculture:item.IronFishingRod,4362,false,Aquaculture,rebelkeithy.mods.aquaculture.items.ItemAquacultureFishingRod
Aquaculture:item.GoldFishingRod,4363,false,Aquaculture,rebelkeithy.mods.aquaculture.items.ItemAquacultureFishingRod
Aquaculture:item.DiamondFishingRod,4364,false,Aquaculture,rebelkeithy.mods.aquaculture.items.ItemAquacultureFishingRod
Aquaculture:item.AdminFishingRod,4365,false,Aquaculture,rebelkeithy.mods.aquaculture.items.ItemAdminFishingRod
Aquaculture:item.loot,4366,false,Aquaculture,rebelkeithy.mods.aquaculture.items.meta.MetaItem
Aquaculture:item.NeptuniumPickaxe,4367,false,Aquaculture,rebelkeithy.mods.aquaculture.items.AquaItemPickaxe
Aquaculture:item.NeptuniumShovel,4368,false,Aquaculture,rebelkeithy.mods.aquaculture.items.AquaItemSpade
Aquaculture:item.NeptuniumAxe,4369,false,Aquaculture,rebelkeithy.mods.aquaculture.items.AquaItemAxe
Aquaculture:item.NeptuniumHoe,4370,false,Aquaculture,rebelkeithy.mods.aquaculture.items.AquaItemHoe
Aquaculture:item.NeptuniumSword,4371,false,Aquaculture,rebelkeithy.mods.aquaculture.items.AquaItemSword
Aquaculture:item.NeptuniumHelmet,4372,false,Aquaculture,rebelkeithy.mods.aquaculture.items.NeptuniumArmor
Aquaculture:item.NeptuniumPlate,4373,false,Aquaculture,rebelkeithy.mods.aquaculture.items.NeptuniumArmor
Aquaculture:item.NeptuniumLegs,4374,false,Aquaculture,rebelkeithy.mods.aquaculture.items.NeptuniumArmor
Aquaculture:item.NeptuniumBoots,4375,false,Aquaculture,rebelkeithy.mods.aquaculture.items.NeptuniumArmor
Aquaculture:item.Fish,4376,false,Aquaculture,rebelkeithy.mods.aquaculture.items.ItemFish
Aroma1997sDimension:PortalIgniter,4377,false,Aroma1997sDimension,aroma1997.world.PortalIgniter
Aroma1997sDimension:DimensionChanger,4378,false,Aroma1997sDimension,aroma1997.world.DimensionChanger
Baubles:Ring,4379,false,Baubles,baubles.common.items.ItemRing
Thaumcraft:WandCasting,4380,false,Thaumcraft,thaumcraft.common.items.wands.ItemWandCasting
Thaumcraft:WandCap,4381,false,Thaumcraft,thaumcraft.common.items.wands.ItemWandCap
Thaumcraft:WandRod,4382,false,Thaumcraft,thaumcraft.common.items.wands.ItemWandRod
Thaumcraft:FocusPouch,4383,false,Thaumcraft,thaumcraft.common.items.wands.ItemFocusPouchBauble
Thaumcraft:FocusFire,4384,false,Thaumcraft,thaumcraft.common.items.wands.foci.ItemFocusFire
Thaumcraft:FocusShock,4385,false,Thaumcraft,thaumcraft.common.items.wands.foci.ItemFocusShock
Thaumcraft:FocusHellbat,4386,false,Thaumcraft,thaumcraft.common.items.wands.foci.ItemFocusHellbat
Thaumcraft:FocusFrost,4387,false,Thaumcraft,thaumcraft.common.items.wands.foci.ItemFocusFrost
Thaumcraft:FocusTrade,4388,false,Thaumcraft,thaumcraft.common.items.wands.foci.ItemFocusTrade
Thaumcraft:FocusExcavation,4389,false,Thaumcraft,thaumcraft.common.items.wands.foci.ItemFocusExcavation
Thaumcraft:FocusPortableHole,4390,false,Thaumcraft,thaumcraft.common.items.wands.foci.ItemFocusPortableHole
Thaumcraft:FocusPech,4391,false,Thaumcraft,thaumcraft.common.items.wands.foci.ItemFocusPech
Thaumcraft:FocusWarding,4392,false,Thaumcraft,thaumcraft.common.items.wands.foci.ItemFocusWarding
Thaumcraft:FocusPrimal,4393,false,Thaumcraft,thaumcraft.common.items.wands.foci.ItemFocusPrimal
Thaumcraft:ItemEssence,4394,false,Thaumcraft,thaumcraft.common.items.ItemEssence
Thaumcraft:ItemManaBean,4395,false,Thaumcraft,thaumcraft.common.items.ItemManaBean
Thaumcraft:ItemWispEssence,4396,false,Thaumcraft,thaumcraft.common.items.ItemWispEssence
Thaumcraft:ItemResource,4397,false,Thaumcraft,thaumcraft.common.items.ItemResource
Thaumcraft:ItemShard,4398,false,Thaumcraft,thaumcraft.common.items.ItemShard
Thaumcraft:ItemResearchNotes,4399,false,Thaumcraft,thaumcraft.common.items.ItemResearchNotes
Thaumcraft:ItemInkwell,4400,false,Thaumcraft,thaumcraft.common.items.ItemInkwell
Thaumcraft:ItemThaumonomicon,4401,false,Thaumcraft,thaumcraft.common.items.relics.ItemThaumonomicon
Thaumcraft:ItemThaumometer,4402,false,Thaumcraft,thaumcraft.common.items.relics.ItemThaumometer
Thaumcraft:ItemGoggles,4403,false,Thaumcraft,thaumcraft.common.items.armor.ItemGoggles
Thaumcraft:ItemHelmetThaumium,4404,false,Thaumcraft,thaumcraft.common.items.armor.ItemThaumiumArmor
Thaumcraft:ItemChestplateThaumium,4405,false,Thaumcraft,thaumcraft.common.items.armor.ItemThaumiumArmor
Thaumcraft:ItemLeggingsThaumium,4406,false,Thaumcraft,thaumcraft.common.items.armor.ItemThaumiumArmor
Thaumcraft:ItemBootsThaumium,4407,false,Thaumcraft,thaumcraft.common.items.armor.ItemThaumiumArmor
Thaumcraft:ItemShovelThaumium,4408,false,Thaumcraft,thaumcraft.common.items.equipment.ItemThaumiumShovel
Thaumcraft:ItemPickThaumium,4409,false,Thaumcraft,thaumcraft.common.items.equipment.ItemThaumiumPickaxe
Thaumcraft:ItemAxeThaumium,4410,false,Thaumcraft,thaumcraft.common.items.equipment.ItemThaumiumAxe
Thaumcraft:ItemSwordThaumium,4411,false,Thaumcraft,thaumcraft.common.items.equipment.ItemThaumiumSword
Thaumcraft:ItemHoeThaumium,4412,false,Thaumcraft,thaumcraft.common.items.equipment.ItemThaumiumHoe
Thaumcraft:ItemArcaneDoor,4413,false,Thaumcraft,thaumcraft.common.blocks.ItemArcaneDoor
Thaumcraft:ItemNugget,4414,false,Thaumcraft,thaumcraft.common.items.ItemNugget
Thaumcraft:BootsTraveller,4415,false,Thaumcraft,thaumcraft.common.items.armor.ItemBootsTraveller
Thaumcraft:ItemNuggetChicken,4416,false,Thaumcraft,thaumcraft.common.items.ItemNuggetEdible
Thaumcraft:ItemNuggetBeef,4417,false,Thaumcraft,thaumcraft.common.items.ItemNuggetEdible
Thaumcraft:ItemNuggetPork,4418,false,Thaumcraft,thaumcraft.common.items.ItemNuggetEdible
Thaumcraft:ItemNuggetFish,4419,false,Thaumcraft,thaumcraft.common.items.ItemNuggetEdible
Thaumcraft:TripleMeatTreat,4420,false,Thaumcraft,thaumcraft.common.items.ItemTripleMeatTreat
Thaumcraft:ItemSwordElemental,4421,false,Thaumcraft,thaumcraft.common.items.equipment.ItemElementalSword
Thaumcraft:ItemShovelElemental,4422,false,Thaumcraft,thaumcraft.common.items.equipment.ItemElementalShovel
Thaumcraft:ItemPickaxeElemental,4423,false,Thaumcraft,thaumcraft.common.items.equipment.ItemElementalPickaxe
Thaumcraft:ItemAxeElemental,4424,false,Thaumcraft,thaumcraft.common.items.equipment.ItemElementalAxe
Thaumcraft:ItemHoeElemental,4425,false,Thaumcraft,thaumcraft.common.items.equipment.ItemElementalHoe
Thaumcraft:ItemChestplateRobe,4426,false,Thaumcraft,thaumcraft.common.items.armor.ItemRobeArmor
Thaumcraft:ItemLeggingsRobe,4427,false,Thaumcraft,thaumcraft.common.items.armor.ItemRobeArmor
Thaumcraft:ItemBootsRobe,4428,false,Thaumcraft,thaumcraft.common.items.armor.ItemRobeArmor
Thaumcraft:ArcaneDoorKey,4429,false,Thaumcraft,thaumcraft.common.items.ItemKey
Thaumcraft:HandMirror,4430,false,Thaumcraft,thaumcraft.common.items.relics.ItemHandMirror
Thaumcraft:HoverHarness,4431,false,Thaumcraft,thaumcraft.common.items.armor.ItemHoverHarness
Thaumcraft:BlockJarFilledItem,4432,false,Thaumcraft,thaumcraft.common.blocks.ItemJarFilled
Thaumcraft:BlockJarNodeItem,4433,false,Thaumcraft,thaumcraft.common.blocks.ItemJarNode
Thaumcraft:TrunkSpawner,4434,false,Thaumcraft,thaumcraft.common.entities.golems.ItemTrunkSpawner
Thaumcraft:ItemGolemPlacer,4435,false,Thaumcraft,thaumcraft.common.entities.golems.ItemGolemPlacer
Thaumcraft:ItemGolemCore,4436,false,Thaumcraft,thaumcraft.common.entities.golems.ItemGolemCore
Thaumcraft:ItemGolemUpgrade,4437,false,Thaumcraft,thaumcraft.common.entities.golems.ItemGolemUpgrade
Thaumcraft:GolemBell,4438,false,Thaumcraft,thaumcraft.common.entities.golems.ItemGolemBell
Thaumcraft:ItemGolemDecoration,4439,false,Thaumcraft,thaumcraft.common.entities.golems.ItemGolemDecoration
Thaumcraft:ItemBowBone,4440,false,Thaumcraft,thaumcraft.common.items.equipment.ItemBowBone
Thaumcraft:PrimalArrow,4441,false,Thaumcraft,thaumcraft.common.items.equipment.ItemPrimalArrow
Thaumcraft:ItemResonator,4442,false,Thaumcraft,thaumcraft.common.items.relics.ItemResonator
Thaumcraft:ItemBaubleBlanks,4443,false,Thaumcraft,thaumcraft.common.items.baubles.ItemBaubleBlanks
Thaumcraft:ItemAmuletRunic,4444,false,Thaumcraft,thaumcraft.common.items.baubles.ItemAmuletRunic
Thaumcraft:ItemRingRunic,4445,false,Thaumcraft,thaumcraft.common.items.baubles.ItemRingRunic
Thaumcraft:ItemGirdleRunic,4446,false,Thaumcraft,thaumcraft.common.items.baubles.ItemGirdleRunic
Thaumcraft:ItemAmuletVis,4447,false,Thaumcraft,thaumcraft.common.items.baubles.ItemAmuletVis
Thaumcraft:ItemGirdleHover,4448,false,Thaumcraft,thaumcraft.common.items.baubles.ItemGirdleHover
Thaumcraft:ItemSpawnerEgg,4449,false,Thaumcraft,thaumcraft.common.entities.ItemSpawnerEgg
Thaumcraft:ItemZombieBrain,4450,false,Thaumcraft,thaumcraft.common.items.ItemZombieBrain
Thaumcraft:ItemBathSalts,4451,false,Thaumcraft,thaumcraft.common.items.ItemBathSalts
Thaumcraft:ItemCrystalEssence,4452,false,Thaumcraft,thaumcraft.common.items.ItemCrystalEssence
Thaumcraft:ItemBucketDeath,4453,false,Thaumcraft,thaumcraft.common.items.ItemBucketDeath
Thaumcraft:ItemHelmetFortress,4454,false,Thaumcraft,thaumcraft.common.items.armor.ItemFortressArmor
Thaumcraft:ItemChestplateFortress,4455,false,Thaumcraft,thaumcraft.common.items.armor.ItemFortressArmor
Thaumcraft:ItemLeggingsFortress,4456,false,Thaumcraft,thaumcraft.common.items.armor.ItemFortressArmor
Thaumcraft:ItemEldritchObject,4457,false,Thaumcraft,thaumcraft.common.items.ItemEldritchObject
Thaumcraft:ItemHelmetVoid,4458,false,Thaumcraft,thaumcraft.common.items.armor.ItemVoidArmor
Thaumcraft:ItemChestplateVoid,4459,false,Thaumcraft,thaumcraft.common.items.armor.ItemVoidArmor
Thaumcraft:ItemLeggingsVoid,4460,false,Thaumcraft,thaumcraft.common.items.armor.ItemVoidArmor
Thaumcraft:ItemBootsVoid,4461,false,Thaumcraft,thaumcraft.common.items.armor.ItemVoidArmor
Thaumcraft:ItemShovelVoid,4462,false,Thaumcraft,thaumcraft.common.items.equipment.ItemVoidShovel
Thaumcraft:ItemPickVoid,4463,false,Thaumcraft,thaumcraft.common.items.equipment.ItemVoidPickaxe
Thaumcraft:ItemAxeVoid,4464,false,Thaumcraft,thaumcraft.common.items.equipment.ItemVoidAxe
Thaumcraft:ItemSwordVoid,4465,false,Thaumcraft,thaumcraft.common.items.equipment.ItemVoidSword
Thaumcraft:ItemHoeVoid,4466,false,Thaumcraft,thaumcraft.common.items.equipment.ItemVoidHoe
Thaumcraft:ItemHelmetVoidFortress,4467,false,Thaumcraft,thaumcraft.common.items.armor.ItemVoidRobeArmor
Thaumcraft:ItemChestplateVoidFortress,4468,false,Thaumcraft,thaumcraft.common.items.armor.ItemVoidRobeArmor
Thaumcraft:ItemLeggingsVoidFortress,4469,false,Thaumcraft,thaumcraft.common.items.armor.ItemVoidRobeArmor
Automagy:shardSliver,4470,false,Automagy,tuhljin.automagy.items.ItemShardSliver
Automagy:enchantedPaper,4471,false,Automagy,tuhljin.automagy.items.ItemEnchantedPaper
Automagy:avaricePearl,4472,false,Automagy,tuhljin.automagy.items.ItemAvaricePearl
Automagy:crystalEye,4473,false,Automagy,tuhljin.automagy.items.ItemCrystalEye
Automagy:crystalBrain,4474,false,Automagy,tuhljin.automagy.items.ItemCrystalBrain
Automagy:golemLinker,4475,false,Automagy,tuhljin.automagy.items.ItemGolemLinker
Automagy:crystalEntityEye,4476,false,Automagy,tuhljin.automagy.items.ItemEntityEye
Automagy:edible,4477,false,Automagy,tuhljin.automagy.items.ItemEdible
Automagy:foodstuff,4478,false,Automagy,tuhljin.automagy.items.ItemFoodstuff
Automagy:horizontal,4479,false,Automagy,tuhljin.automagy.items.ItemHorizontal
Automagy:baubleEnderDisjunction,4480,false,Automagy,tuhljin.automagy.items.ItemBaubleEnderDisjunction
BetterChests:Upgrade,4481,false,BetterChests,aroma1997.betterchests.ItemUpgrade
BetterChests:Bag,4482,false,BetterChests,aroma1997.betterchests.ItemBag
BetterChests:upgradeChest,4483,false,BetterChests,aroma1997.betterchests.ItemBetterChestUpgrade
BiblioCraft:item.PaintingCanvas,4484,false,BiblioCraft,jds.bibliocraft.items.ItemPaintingCanvas
BiblioCraft:item.BigBook,4485,false,BiblioCraft,jds.bibliocraft.items.ItemBigBook
BiblioCraft:item.RecipeBook,4486,false,BiblioCraft,jds.bibliocraft.items.ItemRecipeBook
BiblioCraft:item.SlottedBook,4487,false,BiblioCraft,jds.bibliocraft.items.ItemSlottedBook
BiblioCraft:item.HandDrill,4488,false,BiblioCraft,jds.bibliocraft.items.ItemHandDrill
BiblioCraft:item.tapeMeasure,4489,false,BiblioCraft,jds.bibliocraft.items.TapeMeasure
BiblioCraft:item.tape,4490,false,BiblioCraft,jds.bibliocraft.items.ItemTape
BiblioCraft:item.BiblioChase,4491,false,BiblioCraft,jds.bibliocraft.items.ItemChase
BiblioCraft:item.PrintPlate,4492,false,BiblioCraft,jds.bibliocraft.items.ItemPlate
BiblioCraft:item.EnchantedPlate,4493,false,BiblioCraft,jds.bibliocraft.items.ItemEnchantedPlate
BiblioCraft:item.BiblioRedBook,4494,false,BiblioCraft,jds.bibliocraft.items.ItemRedstoneBook
BiblioCraft:item.BiblioGlasses,4495,false,BiblioCraft,jds.bibliocraft.items.ItemReadingGlasses
BiblioCraft:item.BiblioDrill,4496,false,BiblioCraft,jds.bibliocraft.items.ItemDrill
BiblioCraft:item.BiblioCreativeLock,4497,false,BiblioCraft,jds.bibliocraft.items.ItemLock
BiblioCraft:item.BiblioClipboard,4498,false,BiblioCraft,jds.bibliocraft.items.ItemClipboard
BiblioCraft:item.seatBack,4499,false,BiblioCraft,jds.bibliocraft.items.ItemSeatBack
BiblioCraft:item.seatBack2,4500,false,BiblioCraft,jds.bibliocraft.items.ItemSeatBack2
BiblioCraft:item.seatBack3,4501,false,BiblioCraft,jds.bibliocraft.items.ItemSeatBack3
BiblioCraft:item.seatBack4,4502,false,BiblioCraft,jds.bibliocraft.items.ItemSeatBack4
BiblioCraft:item.seatBack5,4503,false,BiblioCraft,jds.bibliocraft.items.ItemSeatBack5
BiblioCraft:item.BiblioMapTool,4504,false,BiblioCraft,jds.bibliocraft.items.ItemMapTool
BiblioCraft:item.BiblioWayPointCompass,4505,false,BiblioCraft,jds.bibliocraft.items.ItemWaypointCompass
Mantle:mantleBook,4506,false,Mantle,mantle.items.Manual
Natura:natura.spawnegg,4507,false,Natura,mods.natura.items.SpawnEgg
Natura:barleyFood,4508,false,Natura,mods.natura.items.PlantItem
Natura:barley.seed,4509,false,Natura,mods.natura.items.NaturaSeeds
Natura:waterdrop,4510,false,Natura,mods.natura.items.CactusJuice
Natura:wheatBag,4511,false,Natura,mods.natura.items.SeedBag
Natura:barleyBag,4512,false,Natura,mods.natura.items.SeedBag
Natura:potatoBag,4513,false,Natura,mods.natura.items.SeedBag
Natura:carrotBag,4514,false,Natura,mods.natura.items.SeedBag
Natura:wartBag,4515,false,Natura,mods.natura.items.SeedBag
Natura:cottonBag,4516,false,Natura,mods.natura.items.SeedBag
Natura:boneBag,4517,false,Natura,mods.natura.items.BoneBag
Natura:berry.nether,4518,false,Natura,mods.natura.items.NetherBerryItem
Natura:berry,4519,false,Natura,mods.natura.items.BerryItem
Natura:berryMedley,4520,false,null,mods.natura.items.BerryMedley
Natura:saguaro.fruit,4521,false,Natura,mods.natura.items.SeedFood
Natura:redwoodDoorItem,4522,false,Natura,mods.natura.items.blocks.NDoorItem
Natura:Natura.netherfood,4523,false,Natura,mods.natura.items.NetherFoodItem
Natura:natura.stick,4524,false,Natura,mods.natura.items.StickItem
Natura:natura.sword.ghostwood,4525,false,Natura,mods.natura.items.tools.NaturaSword
Natura:natura.pickaxe.ghostwood,4526,false,Natura,mods.natura.items.tools.NaturaPickaxe
Natura:natura.shovel.ghostwood,4527,false,Natura,mods.natura.items.tools.NaturaShovel
Natura:natura.axe.ghostwood,4528,false,Natura,mods.natura.items.tools.NaturaHatchet
Natura:natura.sword.bloodwood,4529,false,Natura,mods.natura.items.tools.NaturaSword
Natura:natura.pickaxe.bloodwood,4530,false,Natura,mods.natura.items.tools.NaturaPickaxe
Natura:natura.shovel.bloodwood,4531,false,Natura,mods.natura.items.tools.NaturaShovel
Natura:natura.axe.bloodwood,4532,false,Natura,mods.natura.items.tools.NaturaHatchet
Natura:natura.sword.darkwood,4533,false,Natura,mods.natura.items.tools.NaturaSword
Natura:natura.pickaxe.darkwood,4534,false,Natura,mods.natura.items.tools.NaturaPickaxe
Natura:natura.shovel.darkwood,4535,false,Natura,mods.natura.items.tools.NaturaShovel
Natura:natura.axe.darkwood,4536,false,Natura,mods.natura.items.tools.NaturaHatchet
Natura:natura.sword.fusewood,4537,false,Natura,mods.natura.items.tools.NaturaSword
Natura:natura.pickaxe.fusewood,4538,false,Natura,mods.natura.items.tools.NaturaPickaxe
Natura:natura.shovel.fusewood,4539,false,Natura,mods.natura.items.tools.NaturaShovel
Natura:natura.axe.fusewood,4540,false,Natura,mods.natura.items.tools.NaturaHatchet
Natura:natura.sword.netherquartz,4541,false,Natura,mods.natura.items.tools.NaturaSword
Natura:natura.pickaxe.netherquartz,4542,false,Natura,mods.natura.items.tools.NaturaPickaxe
Natura:natura.shovel.netherquartz,4543,false,Natura,mods.natura.items.tools.NaturaShovel
Natura:natura.axe.netherquartz,4544,false,Natura,mods.natura.items.tools.NaturaHatchet
Natura:natura.kama.netherquartz,4545,false,Natura,mods.natura.items.tools.NaturaKama
Natura:natura.kama.ghostwood,4546,false,Natura,mods.natura.items.tools.NaturaKama
Natura:natura.kama.bloodwood,4547,false,Natura,mods.natura.items.tools.NaturaKama
Natura:natura.kama.darkwood,4548,false,Natura,mods.natura.items.tools.NaturaKama
Natura:natura.kama.fusewood,4549,false,Natura,mods.natura.items.tools.NaturaKama
Natura:natura.bow.ghostwood,4550,false,Natura,mods.natura.items.tools.NaturaBow
Natura:natura.bow.bloodwood,4551,false,Natura,mods.natura.items.tools.NaturaBow
Natura:natura.bow.darkwood,4552,false,Natura,mods.natura.items.tools.NaturaBow
Natura:natura.bow.fusewood,4553,false,Natura,mods.natura.items.tools.NaturaBow
Natura:natura.armor.imphelmet,4554,false,Natura,mods.natura.items.tools.NaturaArmor
Natura:natura.armor.impjerkin,4555,false,Natura,mods.natura.items.tools.NaturaArmor
Natura:natura.armor.impleggings,4556,false,Natura,mods.natura.items.tools.NaturaArmor
Natura:natura.armor.impboots,4557,false,Natura,mods.natura.items.tools.NaturaArmor
Natura:natura.flintandblaze,4558,false,Natura,mods.natura.items.tools.FlintAndBlaze
Natura:impmeat,4559,false,Natura,mods.natura.items.ImpMeat
Natura:natura.emptybowl,4560,false,Natura,mods.natura.items.BowlEmpty
Natura:natura.stewbowl,4561,false,Natura,mods.natura.items.BowlStew
BiblioWoodsNatura:seatBack1,4562,false,BiblioWoodsNatura,jds.bibliowood.naturawood.items.ItemSeatBackN1
BiblioWoodsNatura:seatBack2,4563,false,BiblioWoodsNatura,jds.bibliowood.naturawood.items.ItemSeatBackN2
BiblioWoodsNatura:seatBack3,4564,false,BiblioWoodsNatura,jds.bibliowood.naturawood.items.ItemSeatBackN3
BiblioWoodsNatura:seatBack4,4565,false,BiblioWoodsNatura,jds.bibliowood.naturawood.items.ItemSeatBackN4
BiblioWoodsNatura:seatBack5,4566,false,BiblioWoodsNatura,jds.bibliowood.naturawood.items.ItemSeatBackN5
ThermalFoundation:lexicon,4567,false,null,thermalfoundation.item.ItemLexicon
ThermalFoundation:bucket,4568,false,ThermalFoundation,cofh.core.item.ItemBucket
ThermalFoundation:material,4569,false,ThermalFoundation,cofh.core.item.ItemBase
ThermalExpansion:wrench,4570,false,null,thermalexpansion.item.tool.ItemWrench
ThermalExpansion:meter,4571,false,ThermalExpansion,thermalexpansion.item.tool.ItemMultimeter
ThermalExpansion:igniter,4572,false,null,thermalexpansion.item.tool.ItemIgniter
ThermalExpansion:capacitor,4573,false,ThermalExpansion,thermalexpansion.item.ItemCapacitor
ThermalExpansion:satchel,4574,false,ThermalExpansion,thermalexpansion.item.ItemSatchel
ThermalExpansion:diagram,4575,false,ThermalExpansion,thermalexpansion.item.ItemDiagram
ThermalExpansion:material,4576,false,ThermalExpansion,cofh.core.item.ItemBase
ThermalExpansion:augment,4577,false,ThermalExpansion,thermalexpansion.item.ItemAugment
ThermalExpansion:armor.helmetInvar,4578,false,ThermalExpansion,cofh.core.item.ItemArmorAdv
ThermalExpansion:armor.plateInvar,4579,false,ThermalExpansion,cofh.core.item.ItemArmorAdv
ThermalExpansion:armor.legsInvar,4580,false,ThermalExpansion,cofh.core.item.ItemArmorAdv
ThermalExpansion:armor.bootsInvar,4581,false,ThermalExpansion,cofh.core.item.ItemArmorAdv
ThermalExpansion:tool.battleWrenchInvar,4582,false,ThermalExpansion,thermalexpansion.item.tool.ItemWrenchBattle
ThermalExpansion:tool.swordInvar,4583,false,ThermalExpansion,cofh.core.item.tool.ItemSwordAdv
ThermalExpansion:tool.shovelInvar,4584,false,ThermalExpansion,cofh.core.item.tool.ItemShovelAdv
ThermalExpansion:tool.pickaxeInvar,4585,false,ThermalExpansion,cofh.core.item.tool.ItemPickaxeAdv
ThermalExpansion:tool.axeInvar,4586,false,ThermalExpansion,cofh.core.item.tool.ItemAxeAdv
ThermalExpansion:tool.hoeInvar,4587,false,ThermalExpansion,cofh.core.item.tool.ItemHoeAdv
ThermalExpansion:tool.shearsInvar,4588,false,ThermalExpansion,cofh.core.item.tool.ItemShearsAdv
ThermalExpansion:tool.fishingRodInvar,4589,false,ThermalExpansion,cofh.core.item.tool.ItemFishingRodAdv
ThermalExpansion:tool.sickleInvar,4590,false,ThermalExpansion,cofh.core.item.tool.ItemSickleAdv
ThermalExpansion:tool.bowInvar,4591,false,ThermalExpansion,cofh.core.item.tool.ItemBowAdv
ThermalExpansion:florb,4592,false,null,thermalexpansion.item.ItemFlorb
BigReactors:BRIngot,4593,false,BigReactors,erogenousbeef.bigreactors.common.item.ItemIngot
BigReactors:bucketYellorium,4594,false,BigReactors,erogenousbeef.bigreactors.common.item.ItemBRBucket
BigReactors:bucketCyanite,4595,false,BigReactors,erogenousbeef.bigreactors.common.item.ItemBRBucket
BigReactors:BRDebugTool,4596,false,BigReactors,erogenousbeef.bigreactors.common.item.ItemBeefDebugTool
AWWayofTime:weakBloodOrb,4597,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.EnergyBattery
AWWayofTime:apprenticeBloodOrb,4598,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.ApprenticeBloodOrb
AWWayofTime:magicianBloodOrb,4599,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.MagicianBloodOrb
AWWayofTime:energyBlaster,4600,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.EnergyBlast
AWWayofTime:energySword,4601,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.EnergySword
AWWayofTime:lavaCrystal,4602,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.LavaCrystal
AWWayofTime:waterSigil,4603,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.sigil.WaterSigil
AWWayofTime:lavaSigil,4604,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.sigil.LavaSigil
AWWayofTime:voidSigil,4605,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.sigil.VoidSigil
AWWayofTime:blankSlate,4606,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.AWBaseItems
AWWayofTime:reinforcedSlate,4607,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.AWBaseItems
AWWayofTime:sacrificialKnife,4608,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.SacrificialDagger
AWWayofTime:daggerOfSacrifice,4609,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.DaggerOfSacrifice
AWWayofTime:airSigil,4610,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.sigil.AirSigil
AWWayofTime:sigilOfTheFastMiner,4611,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.sigil.SigilOfTheFastMiner
AWWayofTime:sigilOfElementalAffinity,4612,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.sigil.SigilOfElementalAffinity
AWWayofTime:sigilOfHaste,4613,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.sigil.SigilOfHaste
AWWayofTime:sigilOfHolding,4614,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.sigil.SigilOfHolding
AWWayofTime:divinationSigil,4615,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.sigil.DivinationSigil
AWWayofTime:waterScribeTool,4616,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.WaterScribeTool
AWWayofTime:fireScribeTool,4617,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.FireScribeTool
AWWayofTime:earthScribeTool,4618,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.EarthScribeTool
AWWayofTime:airScribeTool,4619,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.AirScribeTool
AWWayofTime:activationCrystal,4620,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.ActivationCrystal
